x nb_comp nb_ap nb_modif_g nb_modif_l nb_modif_cent nb_msg_g nb_msg_l nb_msg_cent msg_size_g msg_size_l msg_size_cent tcl_size_g tcl_size_l tcl_size_cent
abs 3 6 0.564 0.564 0.564 0.009 0.009 3. 46. 46. 4.386 30 30 28
abs 3 6 0.495 0.495 0.495 1.495 1.495 3. 69.297 56.376 4.6 128 107 128
abs 3 6 0.435 0.435 0.435 0.693 0.554 3. 158.814 110.428 4.491 348 211 344
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.537 0 0 0
abs 3 6 0.108 0.108 0.108 1.821 1.821 3. 99.858 90.913 4.617 438 196 438
abs 3 6 0. 0. 0. 1. 1. 3. 39.5 39.5 4.336 0 0 0
abs 3 6 0.524 0.524 0.524 1.019 1.019 3. 70.821 70.282 4.442 128 109 128
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.58 36 36 31
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.475 36 36 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.429 0 0 0
abs 3 6 0.297 0.297 0.297 0.891 0.891 3. 72.5 59.75 4.587 180 110 180
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.537 31 31 31
abs 3 6 0.168 0.168 0.168 0.683 0.663 3. 112.398 81.951 4.557 421 240 417
abs 3 6 0.554 0.554 0.554 0. 0. 3. 0. 0. 4.59 31 31 31
abs 3 6 0. 0. 0. 1. 1. 3. 55. 55. 4.465 0 0 0
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.455 30 30 28
abs 3 6 0.396 0.396 0.396 0.019 0.019 3. 46.5 46.5 4.369 31 31 31
abs 3 6 0.445 0.445 0.445 0.752 0.574 3. 153.197 111.482 4.412 340 199 332
abs 3 6 0.485 0.485 0.485 0.009 0.009 3. 46. 46. 4.452 31 31 31
abs 3 6 0. 0. 0. 0.5 0.5 3. 47. 47. 4.415 0 0 0
abs 3 6 0.574 0.574 0.574 0. 0. 3. 0. 0. 4.514 36 36 31
abs 3 6 0.168 0.198 0.168 0.702 0.732 3. 127.055 126.185 4.554 442 200 438
abs 3 6 0.613 0.613 0.613 0.009 0.009 3. 46. 46. 4.524 31 31 31
abs 3 6 0. 0. 0. 1. 1. 3. 22. 22. 4.501 0 0 0
abs 3 6 0.425 0.425 0.425 0.009 0.009 3. 46. 46. 4.587 31 31 31
abs 3 6 0.455 0.465 0.455 1.445 1.465 3. 70.21 57.341 4.59 119 107 109
abs 3 6 0.554 0.554 0.554 0. 0. 3. 0. 0. 4.574 31 31 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.61 0 0 0
abs 3 6 0.524 0.524 0.524 0.049 0.049 3. 46.8 46.8 4.63 31 31 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.501 0 0 0
abs 3 6 0.386 0.386 0.386 0.653 0.534 3. 151.863 109.574 4.465 348 199 344
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.481 0 0 0
abs 3 6 0.514 0.514 0.514 1. 1. 3. 71.98 71.98 4.508 109 109 109
abs 3 6 0.396 0.396 0.396 0. 0. 3. 0. 0. 4.442 28 28 28
abs 3 6 0.455 0.455 0.455 0. 0. 3. 0. 0. 4.422 31 31 31
abs 3 6 0. 0. 0. 0.5 0.5 3. 47. 47. 4.537 0 0 0
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.475 31 31 31
abs 3 6 0.435 0.435 0.435 1.435 1.435 3. 68.039 56.564 4.501 109 107 109
abs 3 6 0. 0. 0. 1. 1. 3. 56. 56. 4.432 0 0 0
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.557 0 0 0
abs 3 6 0.188 0.188 0.188 1.97 1.97 3. 102.836 88.425 4.62 438 200 438
abs 3 6 0.138 0.178 0.138 1.099 1.356 3. 138.44 129.242 4.471 438 257 438
abs 3 6 0.118 0.118 0.118 1.118 1.118 3. 108.48 101.896 4.448 442 212 438
abs 3 6 0.504 0.504 0.504 0.009 0.009 3. 46. 46. 4.633 31 31 31
abs 3 6 0.564 0.564 0.564 1.029 1.029 3. 70.891 70.094 4.491 123 109 119
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.683 17 17 15
abs 3 6 0.574 0.574 0.574 0. 0. 3. 0. 0. 4.498 36 36 31
abs 3 6 0.178 0.188 0.178 0.475 0.534 3. 143.933 98.071 4.663 442 270 438
abs 3 6 0.475 0.475 0.475 0.009 0.009 3. 46. 46. 4.455 31 31 31
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.349 31 31 31
abs 3 6 0.475 0.475 0.475 1.465 1.465 3. 70.63 57.26 4.422 119 119 109
abs 3 6 0.455 0.455 0.455 1.009 1.009 3. 72.415 72.148 4.524 118 109 110
abs 3 6 0.445 0.445 0.445 0.772 0.623 3. 155.782 112.031 4.597 348 199 344
abs 3 6 0.564 0.564 0.564 1.019 1.019 3. 70.188 69.658 4.448 120 109 110
abs 3 6 0.455 0.455 0.455 0.792 0.633 3. 153.212 110.171 4.534 348 211 344
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.508 0 0 0
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.445 36 36 28
abs 3 6 0.435 0.435 0.435 0. 0. 3. 0. 0. 4.445 31 31 31
abs 3 6 0.297 0.297 0.297 0.801 0.801 3. 74.352 59.48 4.442 175 115 171
abs 3 6 0.455 0.455 0.455 0. 0. 3. 0. 0. 4.508 147 147 145
abs 3 6 0.158 0.158 0.158 0.732 0.732 3. 145.663 136.405 4.514 442 257 438
abs 3 6 0.603 0.603 0.603 0. 0. 3. 0. 0. 4.683 36 36 28
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.471 0 0 0
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.442 0 0 0
abs 3 6 0.435 0.435 0.435 0. 0. 3. 0. 0. 4.501 36 36 28
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.468 36 36 31
abs 3 6 0.079 0.099 0.079 1.069 1.089 3. 112.319 106.402 4.504 425 183 417
abs 3 6 0.514 0.514 0.514 0. 0. 3. 0. 0. 4.518 30 30 28
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.297 36 36 31
abs 3 6 0.534 0.534 0.534 0. 0. 3. 0. 0. 4.623 31 31 31
abs 3 6 0.425 0.425 0.425 0. 0. 3. 0. 0. 4.475 31 31 31
abs 3 6 0.554 0.554 0.554 0.96 0.96 3. 89.742 89.742 4.491 145 133 145
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.557 0 0 0
abs 3 6 0. 0. 0. 1. 1. 3. 55. 55. 4.551 0 0 0
abs 3 6 0.128 0.128 0.128 1.693 1.653 3. 107.43 97.373 4.303 425 200 417
abs 3 6 0.148 0.148 0.148 0.693 0.693 3. 131.018 127.245 4.488 442 200 438
abs 3 6 0.544 0.544 0.544 0. 0. 3. 0. 0. 4.465 31 31 31
abs 3 6 0.504 0.504 0.504 0. 0. 3. 0. 0. 4.59 36 36 31
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.498 30 30 28
abs 3 6 0.544 0.544 0.544 1.544 1.544 3. 72.237 57.143 4.495 119 107 109
abs 3 6 0.564 0.564 0.564 1.009 1.009 3. 71.584 71.297 4.627 132 109 128
abs 3 6 0.564 0.564 0.564 0. 0. 3. 0. 0. 4.481 147 147 145
abs 3 6 0.445 0.445 0.445 1.445 1.445 3. 111.074 92.653 4.438 174 162 145
abs 3 6 0.405 0.405 0.405 1.9 1.9 3. 143.312 122.729 4.435 344 223 344
abs 3 6 0.455 0.455 0.455 0. 0. 3. 0. 0. 4.514 31 31 31
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.478 31 31 31
abs 3 6 0.504 0.504 0.504 1. 1. 3. 152.297 103.198 4.528 340 213 332
abs 3 6 0.534 0.534 0.534 1.524 1.524 3. 70.32 56.225 4.442 109 107 109
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.465 31 31 31
abs 3 6 0.118 0.148 0.118 0.356 0.455 3. 142.416 99.596 4.508 442 270 438
abs 3 6 0. 0. 0. 0.5 0.5 3. 47. 47. 4.491 0 0 0
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.438 111 111 109
abs 3 6 0.138 0.138 0.138 1.306 1.306 3. 126.322 109.562 4.425 438 253 438
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.587 0 0 0
abs 3 6 0.168 0.237 0.168 0.445 0.623 3. 150.107 98.487 4.471 442 270 438
abs 3 6 0.297 0.297 0.297 0. 0. 3. 0. 0. 4.541 182 164 180
abs 3 6 0.544 0.544 0.544 0. 0. 3. 0. 0. 4.541 30 30 28
abs 3 6 0.148 0.148 0.148 1.861 1.861 3. 101.289 89.425 4.491 425 200 417
abs 3 6 0.564 0.574 0.564 1.544 1.574 3. 71.03 56.173 4.699 128 107 128
abs 3 6 0.504 0.504 0.504 0.009 0.009 3. 23. 23. 4.422 36 36 31
abs 3 6 0.425 0.425 0.425 1.039 1.039 3. 70.198 69.108 4.303 137 109 137
abs 3 6 0.198 0.198 0.198 0.623 0.623 3. 74.93 62.616 4.594 180 110 180
abs 3 6 0.485 0.485 0.485 1.485 1.485 3. 70.811 57.262 4.491 119 107 109
abs 3 6 0.504 0.504 0.504 1.009 1.009 3. 71.504 71.232 4.551 128 109 128
abs 3 6 0.445 0.445 0.445 1.702 1.544 3. 141.218 122.882 4.481 344 209 344
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.478 31 31 31
abs 3 6 0.138 0.168 0.138 1.009 1.198 3. 140.566 130.849 4.445 438 257 438
abs 3 6 0.514 0.514 0.514 0. 0. 3. 0. 0. 4.471 31 31 31
abs 3 6 0.415 0.415 0.415 0. 0. 3. 0. 0. 4.551 36 36 31
abs 3 6 0.534 0.534 0.534 0. 0. 3. 0. 0. 4.726 31 31 31
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.389 30 30 28
abs 3 6 0.465 0.465 0.465 0. 0. 3. 0. 0. 4.442 31 31 31
abs 3 6 0.415 0.415 0.415 0. 0. 3. 0. 0. 4.376 130 103 128
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.58 127 121 119
abs 3 6 0.099 0.099 0.099 1.019 1.009 3. 117.22 107.071 4.557 425 183 417
abs 3 6 0.584 0.584 0.584 1.019 1.019 3. 69.465 68.955 4.693 123 97 119
abs 3 6 0.445 0.445 0.445 0.772 0.584 3. 153.564 112.372 4.531 348 211 344
abs 3 6 0.544 0.544 0.544 0. 0. 3. 0. 0. 4.537 31 31 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.577 0 0 0
abs 3 6 0.504 0.514 0.504 1.495 1.514 3. 71.39 57.232 4.528 127 119 119
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.564 31 31 31
abs 3 6 0.425 0.445 0.425 1.366 1.445 3. 68.052 56.579 4.471 128 107 128
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.481 31 31 31
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.399 31 31 31
abs 3 6 0. 0. 0. 1. 1. 3. 22. 22. 4.547 0 0 0
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.594 31 31 31
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.61 31 31 31
abs 3 6 0.445 0.445 0.445 2.415 2.415 3. 164.229 132.328 4.521 344 285 344
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.495 36 36 31
abs 3 6 0.504 0.504 0.504 0.009 0.009 3. 46. 46. 4.729 31 31 31
abs 3 6 0.524 0.534 0.524 1.504 1.524 3. 72.141 57.25 4.508 127 107 119
abs 3 6 0.287 0.287 0.287 0.811 0.811 3. 73.443 59.603 4.419 180 110 180
abs 3 6 0.554 0.554 0.554 0. 0. 3. 0. 0. 4.633 31 31 31
abs 3 6 0.257 0.257 0.257 0.782 0.782 3. 75.32 62.443 4.551 180 110 180
abs 3 6 0.445 0.445 0.445 2.376 2.376 3. 163.29 130.174 4.534 344 285 344
abs 3 6 0.089 0.099 0.089 0.97 1.009 3. 122.671 114.112 4.462 438 183 438
abs 3 6 0.138 0.148 0.138 0.435 0.465 3. 133.5 98.75 4.333 442 270 438
abs 3 6 0.544 0.544 0.544 0. 0. 3. 0. 0. 4.491 111 87 109
abs 3 6 0. 0. 0. 1. 1. 3. 39.5 39.5 4.379 0 0 0
abs 3 6 0.554 0.554 0.554 1. 1. 3. 71.435 71.435 4.534 109 109 109
abs 3 6 0.574 0.574 0.574 0. 0. 3. 0. 0. 4.537 31 31 31
abs 3 6 0.524 0.524 0.524 1. 1. 3. 71.673 71.673 4.64 109 109 109
abs 3 6 0.475 0.475 0.475 1.019 1.019 3. 69.138 68.623 4.455 128 97 128
abs 3 6 0.504 0.504 0.504 2.613 2.396 3. 169.009 113.804 4.458 468 293 344
abs 3 6 0.594 0.594 0.594 0. 0. 3. 0. 0. 4.478 31 31 31
abs 3 6 0.158 0.158 0.158 0.742 0.742 3. 111.627 85.491 4.518 442 314 438
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.488 0 0 0
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.372 36 36 28
abs 3 6 0.396 0.396 0.396 0. 0. 3. 0. 0. 4.359 30 30 28
abs 3 6 0.514 0.514 0.514 0. 0. 3. 0. 0. 4.445 31 31 31
abs 3 6 0.386 0.386 0.386 0. 0. 3. 0. 0. 4.353 30 30 28
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.369 28 28 28
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.6 0 0 0
abs 3 6 0. 0. 0. 0.666 0.666 3. 47. 47. 4.412 0 0 0
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.518 0 0 0
abs 3 6 0.475 0.475 0.475 0.009 0.009 3. 23. 23. 4.419 36 36 28
abs 3 6 0.108 0.108 0.108 0.544 0.544 3. 123.056 116.318 4.554 442 200 438
abs 3 6 0.415 0.415 0.415 1.326 1.326 3. 175.576 113.423 4.627 446 446 344
abs 3 6 0.425 0.425 0.425 1. 1. 3. 70.158 70.158 4.429 109 97 109
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.547 31 31 31
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.594 31 31 31
abs 3 6 0.574 0.574 0.574 0. 0. 3. 0. 0. 4.392 36 36 28
abs 3 6 0. 0. 0. 1. 1. 3. 22. 22. 4.333 0 0 0
abs 3 6 0.504 0.504 0.504 1.504 1.504 3. 69.623 56.405 4.564 109 107 109
abs 3 6 0.267 0.267 0.267 0.712 0.712 3. 74.877 59.611 4.452 175 110 171
abs 3 6 0.495 0.495 0.495 1.465 1.465 3. 71.836 57.392 4.541 119 107 109
abs 3 6 0.445 0.445 0.445 1. 1. 3. 70.91 70.91 4.372 109 109 109
abs 3 6 0.544 0.544 0.544 0. 0. 3. 0. 0. 4.511 36 36 28
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.528 0 0 0
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.471 36 36 31
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.366 36 36 28
abs 3 6 0.405 0.405 0.405 1.841 1.841 3. 143.456 120.387 4.452 344 223 344
abs 3 6 0.574 0.574 0.574 0.99 0.99 3. 163.22 105.15 4.643 348 213 344
abs 3 6 0.425 0.425 0.425 1.762 1.603 3. 141.927 125.197 4.501 344 209 344
abs 3 6 0.504 0.504 0.504 0. 0. 3. 0. 0. 4.518 30 30 28
abs 3 6 0.445 0.445 0.445 0.98 0.98 3. 93.555 93.555 4.419 145 145 145
abs 3 6 0. 0. 0. 1. 1. 3. 56.333 56.333 4.597 0 0 0
abs 3 6 0.306 0.306 0.306 0.792 0.792 3. 73.785 58.714 4.643 180 110 180
abs 3 6 0.495 0.495 0.495 1.465 1.465 3. 172.28 143.147 4.471 348 293 344
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.577 0 0 0
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.458 36 36 31
abs 3 6 0.198 0.198 0.198 1.95 1.91 3. 111.914 96.834 4.452 423 200 417
abs 3 6 0.158 0.178 0.158 0.712 0.732 3. 126.187 129.383 4.531 442 183 438
abs 3 6 0.504 0.504 0.504 1.495 1.495 3. 71.26 57.17 4.462 123 119 119
abs 3 6 0.435 0.435 0.435 2.623 2.524 3. 179.466 129.809 4.475 468 293 344
abs 3 6 0.504 0.504 0.504 0.98 0.98 3. 163.929 111.323 4.452 348 225 344
abs 3 6 0.584 0.584 0.584 0. 0. 3. 0. 0. 4.745 31 31 31
abs 3 6 0.435 0.435 0.435 1. 1. 3. 72.425 72.425 4.485 109 109 109
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.346 118 103 110
abs 3 6 0.198 0.198 0.198 1.91 1.881 3. 105.691 90.735 4.531 438 200 438
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.518 130 103 128
abs 3 6 0.257 0.257 0.257 0.792 0.792 3. 70.425 58.972 4.534 180 110 180
abs 3 6 0.475 0.475 0.475 0.98 0.98 3. 132.151 132.151 4.511 346 322 344
abs 3 6 0.148 0.158 0.148 1.217 1.227 3. 119.489 105.464 4.554 438 183 438
abs 3 6 0.574 0.574 0.574 0.99 0.99 3. 162.85 104.17 4.511 348 225 344
abs 3 6 0. 0. 0. 1. 1. 3. 39.5 39.5 4.382 0 0 0
abs 3 6 0.435 0.435 0.435 0.009 0.009 3. 23. 23. 4.498 36 36 31
abs 3 6 0.465 0.465 0.465 0. 0. 3. 0. 0. 4.531 111 99 109
abs 3 6 0.475 0.475 0.475 1.019 1.019 3. 70.198 69.693 4.59 123 97 119
abs 3 6 0.603 0.603 0.603 0. 0. 3. 0. 0. 4.627 31 31 31
abs 3 6 0.514 0.514 0.514 0.831 0.663 3. 155.392 110.955 4.495 348 199 344
abs 3 6 0.455 0.455 0.455 0.009 0.009 3. 23. 23. 4.498 36 36 31
abs 3 6 0.514 0.514 0.514 1.485 1.485 3. 162.306 133.464 4.528 348 305 344
abs 3 6 0.168 0.168 0.168 0.801 0.801 3. 114.539 87.21 4.567 442 314 438
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.59 0 0 0
abs 3 6 0.554 0.554 0.554 0.009 0.009 3. 46. 46. 4.66 31 31 31
abs 3 6 0.574 0.584 0.574 1.564 1.584 3. 73.15 57.128 4.561 128 107 128
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.603 0 0 0
abs 3 6 0.267 0.267 0.267 0.792 0.792 3. 70.933 58.839 4.584 180 110 180
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.475 0 0 0
abs 3 6 0.435 0.435 0.435 1.435 1.435 3. 67.94 56.559 4.564 109 107 109
abs 3 6 0.435 0.435 0.435 1.405 1.405 3. 159.448 133.367 4.521 348 293 344
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.455 147 135 145
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.366 30 30 28
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.415 0 0 0
abs 3 6 0.287 0.287 0.287 0.792 0.792 3. 74.147 59.676 4.58 180 116 180
abs 3 6 0.485 0.485 0.485 2.633 2.475 3. 178.231 123.386 4.597 468 293 344
abs 3 6 0.534 0.534 0.534 0.811 0.702 3. 158.865 109.591 4.636 348 199 344
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.392 111 99 109
abs 3 6 0. 0. 0. 1. 1. 3. 56.333 56.333 4.739 0 0 0
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.574 20 20 18
abs 3 6 0.594 0.594 0.594 0. 0. 3. 0. 0. 4.564 31 31 31
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.574 31 31 31
abs 3 6 0.257 0.257 0.257 0.732 0.732 3. 76.75 62.416 4.399 175 119 171
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.561 31 31 31
abs 3 6 0.504 0.504 0.504 0. 0. 3. 0. 0. 4.564 30 30 28
abs 3 6 0.495 0.495 0.495 0. 0. 3. 0. 0. 4.564 31 31 31
abs 3 6 0.099 0.108 0.099 0.574 0.584 3. 127.822 125.02 4.521 421 191 417
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.389 0 0 0
abs 3 6 0.534 0.534 0.534 0.009 0.009 3. 46. 46. 4.633 31 31 31
abs 3 6 0.445 0.445 0.445 0. 0. 3. 0. 0. 4.432 36 36 31
abs 3 6 0.138 0.138 0.138 1.257 1.257 3. 117.447 102.985 4.551 438 183 438
abs 3 6 0.495 0.495 0.495 0.009 0.009 3. 23. 23. 4.547 36 36 28
abs 3 6 0.099 0.099 0.099 1.237 1.227 3. 112.546 104.689 4.475 425 179 417
abs 3 6 0.485 0.485 0.485 1.455 1.485 3. 70.989 57.287 4.544 127 107 119
abs 3 6 0.465 0.465 0.465 0. 0. 3. 0. 0. 4.501 30 30 28
abs 3 6 0.128 0.128 0.128 0.683 0.683 3. 118.491 95.16 4.386 442 314 438
abs 3 6 0.366 0.366 0.366 0. 0. 3. 0. 0. 4.336 31 31 31
abs 3 6 0.435 0.435 0.435 2.495 2.316 3. 163.676 115.042 4.518 468 293 344
abs 3 6 0.168 0.178 0.168 0.742 0.752 3. 130.896 127.689 4.541 421 183 417
abs 3 6 0.485 0.544 0.485 1.396 1.544 3. 72.021 57.222 4.524 127 119 119
abs 3 6 0.148 0.148 0.148 0.564 0.544 3. 115.079 81.892 4.471 442 240 438
abs 3 6 0.564 0.564 0.564 0. 0. 3. 0. 0. 4.584 31 31 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.462 0 0 0
abs 3 6 0.118 0.118 0.118 1.118 1.118 3. 108.282 102.084 4.32 421 200 417
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.537 18 18 18
abs 3 6 0.485 0.485 0.485 1.465 1.475 3. 70.818 57.19 4.452 119 107 110
abs 3 6 0.475 0.475 0.475 0. 0. 3. 0. 0. 4.422 36 36 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.491 0 0 0
abs 3 6 0.287 0.287 0.287 0.762 0.762 3. 75.177 59.76 4.554 180 116 180
abs 3 6 0.455 0.455 0.455 0. 0. 3. 0. 0. 4.594 31 31 31
abs 3 6 0.267 0.267 0.267 0.782 0.782 3. 73.221 59.923 4.478 180 116 180
abs 3 6 0.475 0.475 0.475 1.455 1.465 3. 71.08 57.54 4.62 132 107 128
abs 3 6 0.168 0.198 0.168 1.277 1.287 3. 129.566 117.555 4.547 438 183 438
abs 3 6 0.257 0.257 0.257 0.693 0.693 3. 75.818 61.193 4.567 180 110 180
abs 3 6 0.504 0.504 0.504 1.039 1.039 3. 70.792 69.702 4.468 132 109 128
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.62 36 36 31
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.435 18 18 18
abs 3 6 0.297 0.297 0.297 0. 0. 3. 0. 0. 4.58 182 164 180
abs 3 6 0.148 0.148 0.148 1.148 1.148 3. 111.252 103.118 4.455 442 200 438
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.343 15 15 11
abs 3 6 0.138 0.138 0.138 1.693 1.683 3. 106.716 96.485 4.607 438 196 438
abs 3 6 0.524 0.524 0.524 0. 0. 3. 0. 0. 4.528 31 31 31
abs 3 6 0.554 0.554 0.554 0. 0. 3. 0. 0. 4.478 111 99 109
abs 3 6 0.465 0.465 0.465 0. 0. 3. 0. 0. 4.396 36 36 31
abs 3 6 0.485 0.485 0.485 0. 0. 3. 0. 0. 4.379 31 31 31
abs 3 6 0.425 0.425 0.425 2.524 2.435 3. 169.13 121.77 4.425 468 293 344
abs 3 6 1. 1. 1. 0. 0. 3. 0. 0. 4.537 19 19 15
abs 3 6 0.118 0.118 0.118 1.207 1.207 3. 118.713 105.349 4.488 438 183 438
abs 3 6 0.584 0.584 0.584 0. 0. 3. 0. 0. 4.541 31 31 31
abs 3 6 0. 0. 0. 0. 0. 3. 0. 0. 4.61 0 0 0
abs 3 6 0.148 0.148 0.148 1.524 1.524 3. 128.508 110.217 4.478 438 257 438
abs 3 6 0.495 0.495 0.495 2.475 2.475 3. 171.661 135.615 4.465 344 285 344
abs 3 6 0.495 0.495 0.495 2.287 2.118 3. 150.432 116.457 4.63 344 293 344
abs 3 6 0. 0. 0. 1. 1. 3. 56. 56. 4.481 0 0 0
