x nb_comp nb_ap nb_modif_g nb_modif_l nb_modif_cent nb_msg_g nb_msg_l nb_msg_cent msg_size_g msg_size_l msg_size_cent tcl_size_g tcl_size_l tcl_size_cent
6 3 3 0.188 0.188 0.188 1.188 1.188 3. 39.698 35.787 3.504 92 64 88
6 3 3 0. 0. 0. 1. 1. 3. 137.495 137.495 3.471 0 0 0
6 3 3 0.247 0.247 0.247 0.752 0.752 3. 70.117 58.686 3.498 149 103 141
6 3 3 0.445 0.445 0.445 0.009 0.009 3. 199. 199. 3.481 41 41 36
6 3 3 0. 0. 0. 1. 1. 3. 82. 82. 3.485 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 4. 4. 3.488 0 0 0
6 3 3 0. 0. 0. 0.375 0.375 3. 83.333 83.333 3.518 0 0 0
6 3 3 0.613 0.613 0.613 0.99 0.99 3. 511.4 511.4 3.438 685 685 601
6 3 3 0. 0. 0. 1. 1. 3. 8. 8. 3.491 0 0 0
6 3 3 0.287 0.287 0.287 1. 1. 3. 200.831 200.831 3.501 486 486 247
6 3 3 0.5 0.495 0.5 2. 0.039 3. 146.75 134.25 3.491 71 71 46
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.524 0 0 0
6 3 3 0. 0. 0. 0.5 0.5 3. 71. 71. 3.508 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 340.663 340.663 3.518 0 0 0
6 3 3 0.544 0.544 0.544 0. 0. 3. 0. 0. 3.508 25 25 22
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.481 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 121. 121. 3.452 0 0 0
6 3 3 0. 0. 0. 0.485 0.485 3. 52.53 52.53 3.498 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 340.5 340.5 3.495 0 0 0
6 3 3 0.495 0.495 0.495 1.811 1.722 3. 467.933 386.496 3.498 950 783 936
6 3 3 0.455 0.455 0.455 1. 1. 3. 305.712 305.712 3.501 1070 1070 858
6 3 3 0.009 0.009 0.009 1.009 1.009 3. 89.277 88.965 3.475 116 112 57
6 3 3 0. 0. 0. 0.7 0.7 3. 91. 91. 3.498 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 73. 73. 3.514 0 0 0
6 3 3 0.386 0.386 0.386 1.396 1.396 3. 99.485 85.242 3.547 151 151 124
6 3 3 0.178 0.178 0.178 2.168 2.168 3. 560.831 494.249 3.514 1432 878 1418
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.491 0 0 0
6 3 3 0.168 0.168 0.168 0.623 0.623 3. 129.38 113.119 3.475 281 185 273
6 3 3 0.277 0.277 0.277 0.811 0.811 3. 57.351 47.101 3.462 127 84 123
6 3 3 0.5 0.5 0.5 0. 0. 3. 0. 0. 3.501 16 16 12
6 3 3 0.376 0.376 0.376 0. 0. 3. 0. 0. 3.547 33 33 33
6 3 3 0. 0. 0. 1.541 1.541 3. 186.239 186.239 3.544 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 82.5 82.5 3.511 0 0 0
6 3 3 0. 0. 0. 1.5 1.5 3. 127. 127. 3.495 0 0 0
6 3 3 0.534 0.534 0.534 0.029 0.029 3. 52. 52. 3.488 22 22 22
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.485 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.508 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 4. 4. 3.554 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 81. 81. 3.501 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 125.029 125.029 3.465 0 0 0
6 3 3 0.504 0.504 0.504 2. 2. 3. 424.44 348.678 3.504 972 740 958
6 3 3 0. 0. 0. 0.142 0.142 3. 95. 95. 3.541 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 307. 211. 3.471 0 0 0
6 3 3 0. 0. 0. 1.333 1.333 3. 129.333 129.333 3.544 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.495 0 0 0
6 3 3 0. 0. 0. 0.009 0.009 3. 154. 154. 3.504 0 0 0
6 3 3 0. 0. 0. 1.752 1.752 3. 141.99 141.99 3.518 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.528 0 0 0
6 3 3 0.445 0.445 0.445 1.445 1.445 3. 93.014 78.262 3.475 134 134 128
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.511 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 369.386 369.386 3.468 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.508 0 0 0
6 3 3 1. 0.534 1. 4. 0.039 3. 89. 56.25 3.422 181 107 163
6 3 3 0.445 0.445 0.445 0. 0. 3. 0. 0. 3.537 25 25 22
6 3 3 0.306 0.297 0.306 1.93 1.97 3. 672.768 617.615 3.518 2234 1097 2216
6 3 3 0. 0. 0. 0.833 0.833 3. 159. 159. 3.471 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.478 0 0 0
6 3 3 0. 0. 0. 1.009 1.009 3. 95.272 95.272 3.57 0 0 0
6 3 3 0.465 0.465 0.465 0. 0. 3. 0. 0. 3.518 47 47 47
6 3 3 0. 0. 0. 0.445 0.445 3. 127.488 127.488 3.514 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.534 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 4. 4. 3.452 0 0 0
6 3 3 0.594 0.594 0.594 0.089 0.089 3. 500.4 398. 3.481 1454 859 1446
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.491 0 0 0
6 3 3 0. 0. 0. 0.125 0.125 3. 75. 75. 3.567 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 81. 81. 3.455 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.514 0 0 0
6 3 3 0.5 0.5 0.5 0. 0. 3. 0. 0. 3.478 17 17 15
6 3 3 0.386 0.386 0.386 0.039 0.039 3. 146.75 117.25 3.488 205 199 166
6 3 3 0. 0. 0. 0.97 0.97 3. 177.561 177.561 3.518 0 0 0
6 3 3 0.247 0.247 0.247 1.247 1.247 3. 48.282 42.341 3.491 103 79 97
6 3 3 0. 0. 0. 1. 1. 3. 441. 441. 3.462 0 0 0
6 3 3 0.009 0.009 0.009 0.019 0.019 3. 44. 25. 3.495 64 58 58
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.537 0 0 0
6 3 3 0.514 0.514 0.514 0. 0. 3. 0. 0. 3.435 22 22 22
6 3 3 0.445 0.445 0.445 1.455 1.455 3. 96.549 80.188 3.491 147 141 129
6 3 3 0.683 0.683 0.683 1.99 1.712 3. 130.807 106.975 3.531 274 182 270
6 3 3 0.333 0.333 0.333 0.666 0.666 3. 108. 108. 3.537 0 0 148
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.501 0 0 0
6 3 3 0.524 0.524 0.524 1.514 1.514 3. 336.765 271.43 3.475 495 495 437
6 3 3 0.465 0.465 0.465 1. 1. 3. 117.643 117.643 3.524 164 164 162
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.501 0 0 0
6 3 3 0.485 0.485 0.485 0. 0. 3. 0. 0. 3.471 25 25 22
6 3 3 0.333 0.333 0.333 2. 2. 3. 249.25 175.5 3.495 560 314 60
6 3 3 0.445 0.445 0.445 1.445 1.445 3. 148.094 123.896 3.531 372 372 246
6 3 3 0.386 0.386 0.386 0.009 0.009 3. 108. 108. 3.445 25 25 22
6 3 3 0. 0. 0. 0.333 0.333 3. 26. 26. 3.485 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 19. 19. 3.452 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 33. 33. 3.518 0 0 0
6 3 3 0.455 0.465 0.455 2.9 2.92 3. 794.378 631.985 3.534 2878 1638 1926
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.518 0 0 0
6 3 3 0.455 0.455 0.455 1. 1. 3. 58.336 58.336 3.498 92 92 90
6 3 3 0.584 0.584 0.584 1.584 1.584 3. 54.95 42.826 3.528 85 79 67
6 3 3 0. 0. 0. 1. 1. 3. 156. 156. 3.508 0 0 0
6 3 3 0.425 0.425 0.425 0. 0. 3. 0. 0. 3.478 61 61 53
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.495 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 124. 124. 3.488 0 0 0
6 3 3 0.297 0.297 0.297 0.801 0.801 3. 45.892 35.431 3.501 71 65 65
6 3 3 0.435 0.435 0.435 0. 0. 3. 0. 0. 3.537 85 85 119
6 3 3 0. 0. 0. 0.91 0.91 3. 84.008 84.008 3.475 0 0 0
6 3 3 0. 0. 0. 0.75 0.75 3. 62. 62. 3.448 0 0 0
6 3 3 0.128 0.148 0.128 0.673 0.841 3. 84.509 75.847 3.468 157 125 149
6 3 3 0. 0. 0. 0.524 0.524 3. 119.528 119.528 3.488 0 0 0
6 3 3 0. 0. 0. 0.683 0.683 3. 86.478 86.478 3.514 0 0 0
6 3 3 0.5 0.5 0.5 0. 0. 3. 0. 0. 3.501 16 16 12
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.544 0 0 0
6 3 3 1. 1. 1. 2. 2. 3. 100. 11. 3.458 193 189 180
6 3 3 0. 0. 0. 1.128 1.128 3. 189.188 189.188 3.528 0 0 0
6 3 3 0.574 0.574 0.574 0. 0. 3. 0. 0. 3.481 25 25 22
6 3 3 0.495 0.495 0.495 1.495 1.495 3. 53.495 43.97 3.541 79 79 67
6 3 3 0. 0. 0. 1.009 1.009 3. 126.237 126.237 3.445 0 0 0
6 3 3 0. 0. 0. 0.666 0.666 3. 97.5 97.5 3.508 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 93. 93. 3.521 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.514 0 0 0
6 3 3 0. 0. 0. 0.009 0.009 3. 192. 192. 3.458 0 0 0
6 3 3 0.465 0.465 0.465 1.425 1.425 3. 803.829 666.731 3.518 1673 1667 1406
6 3 3 1. 1. 1. 1. 1. 3. 83. 83. 3.541 108 108 69
6 3 3 0.564 0.564 0.564 0.019 0.019 3. 161.5 161.5 3.495 22 22 22
6 3 3 0. 0. 0. 1. 1. 3. 148.148 148.148 3.531 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 318. 318. 3.488 0 0 0
6 3 3 0. 0. 0. 0.8 0.8 3. 89.75 89.75 3.521 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.488 0 0 0
6 3 3 0.445 0.445 0.445 0. 0. 3. 0. 0. 3.554 33 33 33
6 3 3 1. 0.465 1. 2. 0.019 3. 26. 20.5 3.448 55 32 49
6 3 3 0. 0. 0. 1. 1. 3. 152. 152. 3.524 0 0 0
6 3 3 0.168 0.168 0.168 0.029 0.029 3. 279.75 279.75 3.511 85 85 30
6 3 3 0.495 0.495 0.495 0. 0. 3. 0. 0. 3.518 56 56 38
6 3 3 0. 0. 0. 0.485 0.485 3. 139.367 139.367 3.481 0 0 0
6 3 3 0. 0. 0. 1.752 1.752 3. 961.585 961.585 3.468 0 0 0
6 3 3 0.217 0.217 0.217 2.217 2.217 3. 314.254 278.93 3.462 929 573 909
6 3 3 0.405 0.405 0.405 1.306 1.306 3. 240.456 202.049 3.485 500 500 332
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.462 0 0 0
6 3 3 0. 0. 0. 0.99 0.99 3. 346.43 346.43 3.495 0 0 0
6 3 3 0.415 0.415 0.415 1.435 1.435 3. 363.158 310.821 3.458 533 533 354
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.514 0 0 0
6 3 3 0. 0. 0. 0.666 0.666 3. 22. 22. 3.442 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 361.5 361.5 3.537 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 43. 43. 3.471 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 165.75 165.75 3.475 0 0 0
6 3 3 0.524 0.524 0.524 1.504 1.504 3. 95.282 77.479 3.495 142 142 124
6 3 3 0. 0. 0. 0.544 0.544 3. 82.472 82.472 3.485 0 0 0
6 3 3 0.435 0.435 0.435 0.009 0.009 3. 49. 49. 3.491 22 22 22
6 3 3 0. 0. 0. 1. 1. 3. 183. 183. 3.521 0 0 0
6 3 3 0.455 0.455 0.455 0. 0. 3. 0. 0. 3.511 25 25 22
6 3 3 0.524 0.524 0.524 1.861 1.861 3. 243.704 201.824 3.498 462 448 448
6 3 3 0.217 0.217 0.217 0.613 0.613 3. 33.15 26.687 3.488 79 52 75
6 3 3 0.594 0.594 0.594 0.009 0.009 3. 115. 115. 3.528 25 25 22
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.518 0 0 0
6 3 3 2. 2. 2. 2. 2. 3. 18. 18. 3.508 29 29 12
6 3 3 0.257 0.257 0.257 0.792 0.792 3. 56.981 46.129 3.514 92 92 74
6 3 3 0. 0. 0. 0.495 0.495 3. 242.28 242.28 3.458 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.462 0 0 0
6 3 3 1. 1. 1. 2. 2. 3. 46. 10. 3.491 85 85 76
6 3 3 0.396 0.396 0.396 0. 0. 3. 0. 0. 3.514 24 24 22
6 3 3 0. 0. 0. 0.666 0.666 3. 170. 170. 3.514 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 8. 8. 3.544 0 0 0
6 3 3 0. 0. 0. 0.98 0.98 3. 1078.58 1078.58 3.508 0 0 0
6 3 3 0.564 0.564 0.564 0. 0. 3. 0. 0. 3.551 175 175 114
6 3 3 0. 0. 0. 0.5 0.5 3. 166. 166. 3.504 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.452 0 0 0
6 3 3 0. 0. 0. 0.564 0.564 3. 58.912 58.912 3.521 0 0 0
6 3 3 0.504 0.504 0.504 0.029 0.019 3. 205. 20. 3.478 427 427 181
6 3 3 0.93 0.93 0.93 2.96 2.96 3. 393.231 284.406 3.495 533 533 291
6 3 3 0.5 0.94 0.5 2. 1.277 3. 194.25 79.047 3.491 280 289 264
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.521 0 0 0
6 3 3 0. 0. 0. 0.524 0.524 3. 82.471 82.471 3.498 0 0 0
6 3 3 0. 0. 0. 0.514 0.514 3. 82.576 82.576 3.514 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.577 0 0 0
6 3 3 0.514 0.514 0.514 0.069 0.069 3. 532.875 532.875 3.551 27 27 22
6 3 3 0. 0. 0. 0.25 0.25 3. 152. 152. 3.488 0 0 0
6 3 3 0.524 0.524 0.524 0. 0. 3. 0. 0. 3.511 44 44 36
6 3 3 0.485 0.485 0.485 0. 0. 3. 0. 0. 3.521 30 30 22
6 3 3 0. 0. 0. 1. 1. 3. 103.25 103.25 3.501 0 0 0
6 3 3 0.009 0.009 0.009 1.009 1.009 3. 88.693 87.326 3.518 584 584 452
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.537 0 0 0
6 3 3 0. 0. 0. 0.333 0.333 3. 43. 43. 3.547 0 0 0
6 3 3 0.277 0.277 0.277 0.811 0.811 3. 43.592 36.166 3.508 95 67 87
6 3 3 0. 0. 0. 1. 1. 3. 8. 8. 3.468 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.455 0 0 0
6 3 3 0.333 0.333 0.333 0. 0. 3. 0. 0. 3.498 48 48 40
6 3 3 0. 0. 0. 0.25 0.25 3. 49. 49. 3.491 0 0 0
6 3 3 0.333 0.333 0.333 1.333 1.333 3. 78. 76.5 3.504 101 101 82
6 3 3 0. 0. 0. 1.6 1.6 3. 392.4 392.4 3.511 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 71. 71. 3.475 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.468 0 0 0
6 3 3 0.891 0.891 0.891 1.178 1.178 3. 34.425 34.425 3.508 43 43 38
6 3 3 0. 0. 0. 1. 1. 3. 26. 26. 3.501 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.495 0 0 0
6 3 3 0. 0. 0. 0.666 0.666 3. 169. 169. 3.531 0 0 0
6 3 3 1. 1. 1. 1. 1.5 3. 125.5 67.5 3.521 127 127 110
6 3 3 0. 0. 0. 1. 1. 3. 11.5 11.5 3.485 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.498 0 0 0
6 3 3 0. 0. 0. 0.5 0.5 3. 122. 122. 3.541 0 0 0
6 3 3 0.287 0.287 0.287 0.801 0.801 3. 60.384 49.336 3.508 128 83 120
6 3 3 0. 0. 0. 0.5 0.5 3. 45. 45. 3.518 0 0 0
6 3 3 0.5 0.5 0.5 1.5 1.5 3. 26.5 19.25 3.481 41 41 32
6 3 3 0.99 0.99 0.99 1.267 1.267 3. 42.9 42.9 3.475 47 47 33
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.541 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 190.5 190.5 3.504 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.551 0 0 0
6 3 3 0.514 0.514 0.514 0. 0. 3. 0. 0. 3.471 30 30 22
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.521 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.544 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 72. 72. 3.501 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.508 0 0 0
6 3 3 0.5 0.5 0.5 1. 1. 3. 15.5 8. 3.475 32 30 24
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.537 0 0 0
6 3 3 0.306 0.306 0.306 0.841 0.861 3. 35.537 30.636 3.485 107 96 103
6 3 3 0.666 0.666 0.666 2.333 2. 3. 120.166 71.375 3.491 302 302 163
6 3 3 0.495 0.495 0.495 2.475 2.475 3. 517.615 415.198 3.518 1054 961 1046
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.498 0 0 0
6 3 3 0.584 0.584 0.584 1.574 1.574 3. 109.025 86.19 3.518 156 150 144
6 3 3 0. 0. 0. 2. 2. 3. 223.125 223.125 3.471 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 178.666 178.666 3.554 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.488 0 0 0
6 3 3 0.465 0.465 0.465 0. 0. 3. 0. 0. 3.501 22 22 22
6 3 3 0. 0. 0. 0.554 0.554 3. 73.589 73.589 3.458 0 0 0
6 3 3 0. 0. 0. 1.356 1.356 3. 353.292 353.292 3.485 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 48.5 48.5 3.478 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.465 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.537 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.521 0 0 0
6 3 3 0. 0. 0. 1.666 1.666 3. 220.5 220.5 3.504 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.478 0 0 0
6 3 3 0. 0. 0. 0.722 0.722 3. 725.32 725.32 3.504 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.501 0 0 0
6 3 3 0. 0. 0. 0.428 0.428 3. 84.666 84.666 3.518 0 0 0
6 3 3 0. 0. 0. 0.5 0.5 3. 126. 126. 3.485 0 0 0
6 3 3 0. 0. 0. 2. 2. 3. 181.049 181.049 3.485 0 0 0
6 3 3 0.386 0.386 0.386 1.366 1.376 3. 88.989 75.79 3.458 139 139 121
6 3 3 0.554 0.554 0.554 0. 0. 3. 0. 0. 3.481 27 27 22
6 3 3 0. 0. 0. 1. 1. 3. 95.089 95.089 3.534 0 0 0
6 3 3 0.465 0.465 0.465 0. 0. 3. 0. 0. 3.514 24 24 22
6 3 3 0. 0. 0. 0.485 0.485 3. 83.51 83.51 3.537 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.541 0 0 0
6 3 3 0. 0. 0. 1. 1. 3. 283.5 283.5 3.481 0 0 0
6 3 3 0. 0. 0. 0.99 0.99 3. 105.09 105.09 3.471 0 0 0
6 3 3 0.485 0.475 0.485 1.445 1.465 3. 729.7 738.205 3.495 1903 2095 1300
6 3 3 0. 0. 0. 1. 1. 3. 142. 142. 3.501 0 0 0
6 3 3 0. 0. 0. 0. 0. 3. 0. 0. 3.481 0 0 0
6 3 3 0.455 0.455 0.455 2.91 2.91 3. 196.559 142.561 3.452 479 265 404
